row_space,work_speed,work_rate,green_manure,culti_type,mold_boad,pred_weed_remain_gndvi,pred_weed_after_dm,drymatter_model_for_reco,gndvi_norm,dm_norm,total_score
0.7509777777777779,1.4515295740373837,0.904364478793563,mix,tine,OFF,8.384953333333339,15.888560507277333,log1p,0.0201442946292855,0.0744975375301034,0.04732091607969445
0.7509777777777779,1.4515295740373837,0.904364478793563,mix,tine,On,8.384953333333339,15.888560507277333,log1p,0.0201442946292855,0.0744975375301034,0.04732091607969445
0.7509777777777779,1.4515295740373837,0.904364478793563,mix,Rotaly,OFF,8.384953333333339,15.888560507277333,log1p,0.0201442946292855,0.0744975375301034,0.04732091607969445
0.7509777777777779,1.4515295740373837,0.904364478793563,hairy vetch,tine,On,8.384953333333339,15.888560507277333,log1p,0.0201442946292855,0.0744975375301034,0.04732091607969445
0.7509777777777779,1.4515295740373837,0.904364478793563,no,Rotaly,On,8.384953333333339,15.888560507277333,log1p,0.0201442946292855,0.0744975375301034,0.04732091607969445
0.7509777777777779,1.4515295740373837,0.904364478793563,mix,Rotaly,On,8.384953333333339,15.888560507277333,log1p,0.0201442946292855,0.0744975375301034,0.04732091607969445
0.7509777777777779,1.4515295740373837,0.904364478793563,no,tine,OFF,8.384953333333339,15.888560507277333,log1p,0.0201442946292855,0.0744975375301034,0.04732091607969445
0.7509777777777779,1.4515295740373837,0.904364478793563,no,Rotaly,OFF,8.384953333333339,15.888560507277333,log1p,0.0201442946292855,0.0744975375301034,0.04732091607969445
0.7509777777777779,1.4515295740373837,0.904364478793563,hairy vetch,Rotaly,OFF,8.384953333333339,15.888560507277333,log1p,0.0201442946292855,0.0744975375301034,0.04732091607969445
0.7509777777777779,1.4515295740373837,0.904364478793563,barley,Rotaly,OFF,8.384953333333339,15.888560507277333,log1p,0.0201442946292855,0.0744975375301034,0.04732091607969445
0.7509777777777779,1.4515295740373837,0.904364478793563,barley,tine,On,8.384953333333339,15.888560507277333,log1p,0.0201442946292855,0.0744975375301034,0.04732091607969445
0.7509777777777779,1.4515295740373837,0.904364478793563,barley,tine,OFF,8.384953333333339,15.888560507277333,log1p,0.0201442946292855,0.0744975375301034,0.04732091607969445
0.7509777777777779,1.4515295740373837,0.904364478793563,hairy vetch,tine,OFF,8.384953333333339,15.88856050727734,log1p,0.0201442946292855,0.07449753753010549,0.04732091607969549
0.7509777777777779,1.4515295740373837,0.904364478793563,no,tine,On,8.384953333333339,15.88856050727734,log1p,0.0201442946292855,0.07449753753010549,0.04732091607969549
0.7509777777777779,1.4515295740373837,0.904364478793563,barley,Rotaly,On,8.384953333333339,15.88856050727734,log1p,0.0201442946292855,0.07449753753010549,0.04732091607969549
0.7509777777777779,1.4515295740373837,0.904364478793563,hairy vetch,Rotaly,On,8.384953333333339,15.88856050727734,log1p,0.0201442946292855,0.07449753753010549,0.04732091607969549
0.7509777777777779,0.9766219763623095,0.904364478793563,barley,Rotaly,On,8.417413333333336,16.00477490064755,log1p,0.028022412745749858,0.1088991201032015,0.06846076642447568
0.7509777777777779,0.9766219763623095,0.904364478793563,mix,tine,OFF,8.417413333333338,16.00477490064755,log1p,0.028022412745750288,0.1088991201032015,0.06846076642447589
0.7509777777777779,0.9766219763623095,0.904364478793563,barley,tine,On,8.417413333333338,16.00477490064755,log1p,0.028022412745750288,0.1088991201032015,0.06846076642447589
0.7509777777777779,0.9766219763623095,0.904364478793563,barley,tine,OFF,8.417413333333338,16.00477490064755,log1p,0.028022412745750288,0.1088991201032015,0.06846076642447589
0.7509777777777779,0.9766219763623095,0.904364478793563,hairy vetch,tine,OFF,8.417413333333338,16.00477490064755,log1p,0.028022412745750288,0.1088991201032015,0.06846076642447589
0.7509777777777779,0.9766219763623095,0.904364478793563,hairy vetch,tine,On,8.417413333333338,16.00477490064755,log1p,0.028022412745750288,0.1088991201032015,0.06846076642447589
0.7509777777777779,0.9766219763623095,0.904364478793563,hairy vetch,Rotaly,OFF,8.417413333333338,16.00477490064755,log1p,0.028022412745750288,0.1088991201032015,0.06846076642447589
0.7509777777777779,0.9766219763623095,0.904364478793563,barley,Rotaly,OFF,8.417413333333338,16.00477490064755,log1p,0.028022412745750288,0.1088991201032015,0.06846076642447589
0.7509777777777779,0.9766219763623095,0.904364478793563,no,tine,OFF,8.417413333333338,16.00477490064755,log1p,0.028022412745750288,0.1088991201032015,0.06846076642447589
0.7509777777777779,0.9766219763623095,0.904364478793563,mix,tine,On,8.417413333333338,16.00477490064755,log1p,0.028022412745750288,0.1088991201032015,0.06846076642447589
0.7509777777777779,0.9766219763623095,0.904364478793563,mix,Rotaly,OFF,8.417413333333338,16.00477490064755,log1p,0.028022412745750288,0.1088991201032015,0.06846076642447589
0.7509777777777779,0.9766219763623095,0.904364478793563,mix,Rotaly,On,8.417413333333338,16.00477490064755,log1p,0.028022412745750288,0.1088991201032015,0.06846076642447589
0.7509777777777779,0.9766219763623095,0.904364478793563,no,Rotaly,OFF,8.417413333333338,16.00477490064755,log1p,0.028022412745750288,0.1088991201032015,0.06846076642447589
0.7509777777777779,0.9766219763623095,0.904364478793563,no,tine,On,8.417413333333338,16.00477490064755,log1p,0.028022412745750288,0.1088991201032015,0.06846076642447589
